,Teks,Normalisasi_Teks,KBBI_Teks,Normal_Teks,Stopword_Removed_Teks,Clean,clean_teks
1055,acara ini aku di undang sama brand skincare local namanya trueve. mungkin kalian juga udah pernah dengar namanya bener bener bersyukur sama apa yang aku lalui hari ini. thank youu juga trueve udah ajakin aku https://t.co/fjU4rjOVIE,acara ini aku di undang sama brand skincare local namanya trueve mungkin kalian juga udah pernah dengar namanya bener bener bersyukur sama apa yang aku lalui hari ini thank youu juga trueve udah ajakin aku,<norm> <norm> <norm> <norm> <norm> <norm> brand skincare local namanya trueve <norm> <norm> <norm> udah <norm> <norm> namanya bener bener <norm> <norm> <norm> <norm> <norm> lalui <norm> <norm> thank youu <norm> trueve udah ajakin <norm>,acara ini aku di undang sama brand skincare local namanya trueve mungkin kalian juga sudah pernah dengar namanya benar benar bersyukur sama apa yang aku lalui hari ini thank youu juga trueve sudah ajakin aku,acara undang brand skincare local namanya trueve dengar namanya bersyukur lalui thank youu trueve ajakin,acara ini aku di undang sama brand skincare local namanya trueve mungkin kalian juga udah pernah dengar namanya bener bener bersyukur sama apa yang aku lalui hari ini thank youu juga trueve udah ajakin aku,"['acara', 'undang', 'brand', 'skincare', 'local', 'nama', 'trueve', 'dengar', 'nama', 'syukur', 'lalu', 'thank', 'youu', 'trueve', 'ajakin']"
1056,Pernah jumpa MinMin dedepan? Kulit dia sumpah takda cacat cela ya. Nak tahu kenapa? Sebab dia ni owner brand skincare. Go la support.,pernah jumpa minmin dedepan kulit dia sumpah takda cacat cela ya nak tahu kenapa sebab dia ni owner brand skincare go la support,<norm> <norm> minmin dedepan <norm> <norm> <norm> takda <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> owner brand skincare <norm> <norm> support,pernah jumpa minmin dedepan kulit dia sumpah takda cacat cela iya mau tahu kenapa sebab dia ini owner brand skincare go lah support,jumpa minmin dedepan kulit sumpah takda cacat cela iya owner brand skincare go support,pernah jumpa minmin dedepan kulit dia sumpah takda cacat cela ya nak tahu kenapa sebab dia ni owner brand skincare go la support,"['jumpa', 'minmin', 'dedepan', 'kulit', 'sumpah', 'takda', 'cacat', 'cela', 'iya', 'owner', 'brand', 'skincare', 'go', 'support']"
1057,Yap ini produk dari brand skincare favoritku The Originote Hyalurose Micellar Water Punya main ingredients triple hyaluronic acid allantoin dan rosa damascena flower water. Fungsinya sebagai deep cleansing melembabkan dan menenangkan kulit menyegarkan wajah juga. https://t.co/x4wrrAinWC,yap ini produk dari brand skincare favoritku the originote hyalurose micellar water punya main ingredients triple hyaluronic acid allantoin dan rosa damascena flower water fungsinya sebagai deep cleansing melembabkan dan menenangkan kulit menyegarkan wajah juga,yap <norm> <norm> <norm> brand skincare favoritku the originote hyalurose micellar <norm> <norm> <norm> ingredients triple hyaluronic acid allantoin <norm> rosa damascena flower <norm> fungsinya <norm> deep cleansing melembabkan <norm> <norm> <norm> <norm> <norm> <norm>,iya ini produk dari brand skincare favoritku the originote hyalurose micellar water punya main ingredients triple hyaluronic acid allantoin dan rosa damascena flower water fungsinya sebagai deep cleansing melembabkan dan menenangkan kulit menyegarkan wajah juga,iya produk brand skincare favoritku the originote hyalurose micellar water main ingredients triple hyaluronic acid allantoin rosa damascena flower water fungsinya deep cleansing melembabkan menenangkan kulit menyegarkan wajah,yap ini produk dari brand skincare favoritku the originote hyalurose micellar water punya main ingredients triple hyaluronic acid allantoin dan rosa damascena flower water fungsinya sebagai deep cleansing melembabkan dan menenangkan kulit menyegarkan wajah juga,"['iya', 'produk', 'brand', 'skincare', 'favorit', 'the', 'originote', 'hyalurose', 'micellar', 'water', 'main', 'ingredients', 'triple', 'hyaluronic', 'acid', 'allantoin', 'rosa', 'damascena', 'flower', 'water', 'fungsi', 'deep', 'cleansing', 'melembabkan', 'tenang', 'kulit', 'segar', 'wajah']"
1058,diajakin kerja sama bareng brand besar skincare dan ada hasil dari freelance yang bisa bikin aku biayain kuliahku sendiri sampe lulus! https://t.co/QRsJfzQfBp,diajakin kerja sama bareng brand besar skincare dan ada hasil dari freelance yang bisa bikin aku biayain kuliahku sendiri sampe lulus,diajakin <norm> <norm> <norm> brand <norm> skincare <norm> <norm> <norm> <norm> freelance <norm> <norm> <norm> <norm> biayain kuliahku <norm> sampe <norm>,diajakin kerja sama bareng brand besar skincare dan ada hasil dari freelance yang bisa bikin aku biayain kuliahku sendiri sampai lulus,diajakin kerja bareng brand skincare hasil freelance biayain kuliahku lulus,diajakin kerja sama bareng brand besar skincare dan ada hasil dari freelance yang bisa bikin aku biayain kuliahku sendiri sampe lulus,"['diajakin', 'kerja', 'bareng', 'brand', 'skincare', 'hasil', 'freelance', 'biayain', 'kuliah', 'lulus']"
1059,Work! Aku content creator di sebuah brand skincare udah sebulan. Terus kemarin kata atasan aku nulis scriptnya aja talent dari divisi lain karena mukaku kurang mendukung. Antara seneng kerjaan berkurang tapi ya sedih juga,work aku content creator di sebuah brand skincare udah sebulan terus kemarin kata atasan aku nulis scriptnya aja talent dari divisi lain karena mukaku kurang mendukung antara seneng kerjaan berkurang tapi ya sedih juga,work <norm> content creator <norm> <norm> brand skincare udah <norm> <norm> <norm> <norm> <norm> <norm> nulis scriptnya <norm> talent <norm> <norm> <norm> <norm> mukaku <norm> <norm> <norm> seneng <norm> <norm> <norm> <norm> <norm> <norm>,work aku content creator di sebuah brand skincare sudah sebulan terus kemarin kata atasan aku nulis scriptnya saja talent dari divisi lain karena mukaku kurang mendukung antara seneng kerjaan berkurang tapi iya sedih juga,work content creator brand skincare sebulan kemarin atasan nulis scriptnya talent divisi mukaku mendukung seneng kerjaan berkurang iya sedih,work aku content creator di sebuah brand skincare udah sebulan terus kemarin kata atasan aku nulis scriptnya aja talent dari divisi lain karena mukaku kurang mendukung antara seneng kerjaan berkurang tapi ya sedih juga,"['work', 'content', 'creator', 'brand', 'skincare', 'bulan', 'kemarin', 'atas', 'nulis', 'scriptnya', 'talent', 'divisi', 'muka', 'dukung', 'neng', 'kerja', 'kurang', 'iya', 'sedih']"
1060,[cm] ada yg pernah nge reach out brand skincare atau kosmetik buat penelitian skripsi? kirim proposal nya berarti pake penelitian kita yaa apa gmn?,cm ada yg pernah nge reach out brand skincare atau kosmetik buat penelitian skripsi kirim proposal nya berarti pake penelitian kita yaa apa gmn,<norm> <norm> <norm> <norm> nge reach out brand skincare <norm> <norm> <norm> <norm> <norm> <norm> <norm> nya <norm> <norm> <norm> <norm> yaa <norm> gmn,cm ada yang pernah nge reach out brand skincare atau kosmetik buat penelitian skripsi kirim proposal nya berarti pakai penelitian kita yaa apa gmn,cm nge reach out brand skincare kosmetik penelitian skripsi kirim proposal pakai penelitian yaa gmn,cm ada yg pernah nge reach out brand skincare atau kosmetik buat penelitian skripsi kirim proposal nya berarti pake penelitian kita yaa apa gmn,"['cm', 'nge', 'reach', 'out', 'brand', 'skincare', 'kosmetik', 'teliti', 'skripsi', 'kirim', 'proposal', 'pakai', 'teliti', 'yaa', 'gmn']"
1061,BANGGA BANGET Yuk kenalan sama founder dari brand skincare Harlette yang sampe belajar ke Korea loh buat ini Jangan lupa untuk like dan bookmark ya Let s go~ https://t.co/ol9AGmNNgK,bangga banget yuk kenalan sama founder dari brand skincare harlette yang sampe belajar ke korea loh buat ini jangan lupa untuk like dan bookmark ya let s go,<norm> <norm> <norm> <norm> <norm> founder <norm> brand skincare harlette <norm> sampe <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> like <norm> bookmark <norm> let <norm> <norm>,bangga banget yuk kenalan sama founder dari brand skincare harlette yang sampai belajar ke korea loh buat ini jangan lupa untuk like dan bookmark iya let s go,bangga banget yuk kenalan founder brand skincare harlette belajar korea lupa like bookmark iya let s go,bangga banget yuk kenalan sama founder dari brand skincare harlette yang sampe belajar ke korea loh buat ini jangan lupa untuk like dan bookmark ya let s go,"['bangga', 'banget', 'yuk', 'kenal', 'founder', 'brand', 'skincare', 'harlette', 'ajar', 'korea', 'lupa', 'like', 'bookmark', 'iya', 'let', 's', 'go']"
1062,@saco53 @selphieusagi Anjir nemu aja nih orang tapi ya emang owner brand skincare tuh gimmicknya harus terlihat mewah terus harus ada video naik mobil alphard minimal Pajero ,saco selphieusagi anjir nemu aja nih orang tapi ya emang owner brand skincare tuh gimmicknya harus terlihat mewah terus harus ada video naik mobil alphard minimal pajero,saco selphieusagi <norm> nemu <norm> <norm> <norm> <norm> <norm> <norm> owner brand skincare <norm> gimmicknya <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> <norm> alphard <norm> pajero,saco selphieusagi anjing nemu saja ini orang tapi iya emang owner brand skincare tuh gimmicknya harus terlihat mewah terus harus ada video naik mobil alphard minimal pajero,saco selphieusagi anjing nemu orang iya emang owner brand skincare gimmicknya mewah video mobil alphard minimal pajero,saco selphieusagi anjir nemu aja nih orang tapi ya emang owner brand skincare tuh gimmicknya harus terlihat mewah terus harus ada video naik mobil alphard minimal pajero,"['saco', 'selphieusagi', 'anjing', 'nemu', 'orang', 'iya', 'emang', 'owner', 'brand', 'skincare', 'gimmicknya', 'mewah', 'video', 'mobil', 'alphard', 'minimal', 'pajero']"
1063,Berjaya kumpul modal untuk start my own brand after 7 years jual local skincare Masih suka local skincare tapiiiiii tak cukup masa dan tenaga to handle dua business,berjaya kumpul modal untuk start my own brand after years jual local skincare masih suka local skincare tapii tak cukup masa dan tenaga to handle dua business,<norm> <norm> <norm> <norm> <norm> my own brand after years <norm> local skincare <norm> <norm> local skincare tapii <norm> <norm> <norm> <norm> <norm> <norm> handle <norm> business,berjaya kumpul modal untuk start my own brand after years jual local skincare masih suka local skincare tapii tidak cukup masa dan tenaga to handle dua business,berjaya kumpul modal start my own brand after years jual local skincare suka local skincare tapii tenaga to handle business,berjaya kumpul modal untuk start my own brand after years jual local skincare masih suka local skincare tapii tak cukup masa dan tenaga to handle dua business,"['jaya', 'kumpul', 'modal', 'start', 'my', 'own', 'brand', 'after', 'years', 'jual', 'local', 'skincare', 'suka', 'local', 'skincare', 'tapi', 'tenaga', 'to', 'handle', 'business']"
1064,Sumpah dah lama gila tak beli Skincare dekat Drugstore sebab pakai Local Skincare je sekarang. Ni Local Skincare yang bina personally suka 1. Zarzou Beauty 2. Tatagaltier Korang pakai Local brand apa?,sumpah dah lama gila tak beli skincare dekat drugstore sebab pakai local skincare je sekarang ni local skincare yang bina personally suka zarzou beauty tatagaltier korang pakai local brand apa,<norm> <norm> <norm> <norm> <norm> <norm> skincare <norm> drugstore <norm> <norm> local skincare <norm> <norm> <norm> local skincare <norm> <norm> personally <norm> zarzou beauty tatagaltier korang <norm> local brand <norm>,sumpah deh lama gila tidak beli skincare dekat drugstore sebab memakai local skincare je sekarang ini local skincare yang bina personally suka zarzou beauty tatagaltier korang memakai local brand apa,sumpah deh gila beli skincare drugstore memakai local skincare je local skincare bina personally suka zarzou beauty tatagaltier korang memakai local brand,sumpah dah lama gila tak beli skincare dekat drugstore sebab pakai local skincare je sekarang ni local skincare yang bina personally suka zarzou beauty tatagaltier korang pakai local brand apa,"['sumpah', 'deh', 'gila', 'beli', 'skincare', 'drugstore', 'pakai', 'local', 'skincare', 'je', 'local', 'skincare', 'bina', 'personally', 'suka', 'zarzou', 'beauty', 'tatagaltier', 'korang', 'pakai', 'local', 'brand']"
1065,Work! Aku megang sosmed brand skincare kontennya tentang edukasi skincare dan product knowledgenya. Tp kontennya ga pernah naik dan disuruh dipikirin lagi yang menarik. Aku bingung bgt hrs bikin yang gimana lagi.. ada yg mau sharing ga?,work aku megang sosmed brand skincare kontennya tentang edukasi skincare dan product knowledgenya tp kontennya ga pernah naik dan disuruh dipikirin lagi yang menarik aku bingung bgt hrs bikin yang gimana lagi ada yg mau sharing ga,work <norm> <norm> sosmed brand skincare kontennya <norm> <norm> skincare <norm> product knowledgenya <norm> kontennya <norm> <norm> <norm> <norm> disuruh dipikirin <norm> <norm> <norm> <norm> <norm> bgt hrs <norm> <norm> <norm> <norm> <norm> <norm> <norm> sharing <norm>,work aku megang sosmed brand skincare kontennya tentang edukasi skincare dan product knowledgenya tapi kontennya ga pernah naik dan disuruh dipikirin lagi yang menarik aku bingung banget harus bikin yang bagaimana lagi ada yang mau sharing ga,work megang sosmed brand skincare kontennya edukasi skincare product knowledgenya kontennya disuruh dipikirin menarik bingung banget sharing,work aku megang sosmed brand skincare kontennya tentang edukasi skincare dan product knowledgenya tp kontennya ga pernah naik dan disuruh dipikirin lagi yang menarik aku bingung bgt hrs bikin yang gimana lagi ada yg mau sharing ga,"['work', 'megang', 'sosmed', 'brand', 'skincare', 'konten', 'edukasi', 'skincare', 'product', 'knowledgenya', 'konten', 'suruh', 'dipikirin', 'tarik', 'bingung', 'banget', 'sharing']"
1066,[bb] COBA KASI TAU BRAND LOKAL SKINCARE FAV KALIAN YANG GA NEKO NEKO &amp; GA OVERCLAIM! i'll go first: Skin Game https://t.co/ivluObTn1Y,bb coba kasi tau brand lokal skincare fav kalian yang ga neko neko amp ga overclaim ill go first skin game,<norm> <norm> <norm> <norm> brand <norm> skincare fav <norm> <norm> <norm> neko neko amp <norm> overclaim ill <norm> first skin game,bb coba kasi tahu brand lokal skincare fav kalian yang ga neko neko amp ga overclaim ill go first skin game,bb coba kasi brand lokal skincare fav neko neko overclaim ill go first skin game,bb coba kasi tau brand lokal skincare fav kalian yang ga neko neko amp ga overclaim ill go first skin game,"['bb', 'coba', 'kasi', 'brand', 'lokal', 'skincare', 'fav', 'neko', 'neko', 'overclaim', 'ill', 'go', 'first', 'skin', 'game']"
1067,@ohdearbunny Aneh bgt artis bikin brand semacam bodycare atau skincare tapi mereka nya sendiri aja make nya brand2 luar,ohdearbunny aneh bgt artis bikin brand semacam bodycare atau skincare tapi mereka nya sendiri aja make nya brand luar,ohdearbunny <norm> bgt <norm> <norm> brand <norm> bodycare <norm> skincare <norm> <norm> nya <norm> <norm> make nya brand <norm>,ohdearbunny aneh banget artis bikin brand semacam bodycare atau skincare tapi mereka nya sendiri saja make nya brand luar,ohdearbunny aneh banget artis brand bodycare skincare make brand,ohdearbunny aneh bgt artis bikin brand semacam bodycare atau skincare tapi mereka nya sendiri aja make nya brand luar,"['ohdearbunny', 'aneh', 'banget', 'artis', 'brand', 'bodycare', 'skincare', 'make', 'brand']"
1068,gw punya hipotesa lebih TKDN brand skincare makeup nivea vaseline maybeline drpd brand yg mengaku lokal. kecuali paragon group (walau gw tahu mereka pake *peep* luar terus) ini gimana buktiinnya ,gw punya hipotesa lebih tkdn brand skincare makeup nivea vaseline maybeline drpd brand yg mengaku lokal kecuali paragon group walau gw tahu mereka pake peep luar terus ini gimana buktiinnya,gw <norm> <norm> <norm> tkdn brand skincare makeup nivea vaseline maybeline drpd brand <norm> <norm> <norm> <norm> <norm> group <norm> gw <norm> <norm> <norm> peep <norm> <norm> <norm> <norm> buktiinnya,saya punya hipotesa lebih tkdn brand skincare makeup nivea vaseline maybeline drpd brand yang mengaku lokal kecuali paragon group walau saya tahu mereka pakai peep luar terus ini bagaimana buktiinnya,hipotesa tkdn brand skincare makeup nivea vaseline maybeline drpd brand mengaku lokal kecuali paragon group pakai peep buktiinnya,gw punya hipotesa lebih tkdn brand skincare makeup nivea vaseline maybeline drpd brand yg mengaku lokal kecuali paragon group walau gw tahu mereka pake peep luar terus ini gimana buktiinnya,"['hipotesa', 'tkdn', 'brand', 'skincare', 'makeup', 'nivea', 'vaseline', 'maybeline', 'drpd', 'brand', 'aku', 'lokal', 'kecuali', 'paragon', 'group', 'pakai', 'peep', 'buktiinnya']"
